nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
N7110L,"[""PQ""]","FURNITURE, COMMERCIAL, OFFICE (EXCEPT MODULAR)","Mobilier, commercial, bureau, sauf modulaire",Active,Actif,"2023-02-27 22:50:03"
N7110LC,"[""PQ""]","FURNITURE, LOUNGE SEATING","Meubles de salon, fauteuils",Active,Actif,"2023-02-27 22:50:03"
N7110LE,"[""PQ""]","FURNITURE, COMMERCIAL, OFFICE, WOOD COMPONENTS ONLY (EXCEPT MODULAR)","Mobilier, commercial, bureau, pièces en bois, sauf modulaire",Active,Actif,"2023-02-27 22:50:03"
N7110LFA,"[""PQ""]","FREE-STANDING FURNITURE WITH METAL LEGS - COMMERCIAL (EXCEPT SPEC)","Meuble autonomes pourvus de pied en métal - commerciaux (sauf SPEC.)",Active,Actif,"2023-02-27 22:50:03"
N7110LFB,"[""PQ""]","FREE-STANDING FURNITURE WITH WOOD PANEL LEGS - COMMERCIAL (EXCEPT SPEC.)","Meubles autonomes pourvus de piétement en panneau de bois (sauf SPEC.)",Active,Actif,"2023-02-27 22:50:03"
N7110GA,"[""PQ""]","FILING CABINETS, INDEX CARD, METAL","Classeurs à tiroirs, fiche, métal",Active,Actif,"2023-02-27 22:50:03"
N7110GB,"[""PQ""]","FILING CABINETS, LATERAL","Classeurs à tiroirs, latéraux",Active,Actif,"2023-02-27 22:50:03"
N7110GC,"[""PQ""]","FILING CABINETS, MAP, HORIZONTAL","Classeurs à tiroirs, carte, horizontaux",Active,Actif,"2023-02-27 22:50:03"
N7110GD,"[""PQ""]","FILING CABINETS, MAP, VERTICAL","Classeurs à tiroirs, carte, verticaux",Active,Actif,"2023-02-27 22:50:03"
N7110GE,"[""PQ""]","FILING CABINETS, N.E.S.","Classeurs à tiroirs (N.E.A.)",Active,Actif,"2023-02-27 22:50:03"
N7110GF,"[""PQ""]","FILING CABINETS, VERTICAL","Classeurs à tiroirs, verticaux",Active,Actif,"2023-02-27 22:50:03"
N7110GFA,"[""PQ""]","FILING CABINETS, VERTICAL, CGSB 44-GP-1","Classeurs à tiroirs, verticaux, ONGC 44-GP-1",Active,Actif,"2023-02-27 22:50:03"
N7110GFB,"[""PQ""]","FILING CABINETS, VERTICAL, COMMERCIAL","Classeurs à tiroirs, verticaux, commerciaux",Active,Actif,"2023-02-27 22:50:03"
N7110J,"[""PQ""]","FURNITURE, MODULAR (OFFICE)","Mobilier modulaire, bureau",Active,Actif,"2023-02-27 22:50:03"
N7110VC,"[""PQ""]","TABLE, OCCASIONAL (OFFICE)","Table, usages multiples, de bureau",Active,Actif,"2023-02-27 22:50:03"
N7110VCA,"[""PQ""]","TABLE, OCCASIONAL NESTING, WOOD (OFFICE)","Table, usages multiples, nicheuse, en bois, de bureau",Active,Actif,"2023-02-27 22:50:03"
N7110VE,"[""PQ""]","TABLE, OFFICE TYPE, CONFERENCE","Table, type de bureau, conférence",Active,Actif,"2023-02-27 22:50:03"
N7110VEA,"[""PQ""]","TABLE, OFFICE TYPE, CONFERENCE, WOOD VENEER TOP (RECTANGULAR,CIRCULAR, BOATSHAPE)","Table, type de bureau, conférence, dessus en placage de bois, rectangulaire, circulaire, en forme de bateau",Active,Actif,"2023-02-27 22:50:03"
N7110WA,"[""PQ""]","FILING CABINETS SEAC APPROVED","Classeurs à tiroirs approuvés par le CCMS",Active,Actif,"2023-02-27 22:50:03"
N7110M,"[""PQ""]","FURNITURE, SCHOOL","Mobilier, école",Active,Actif,"2023-02-27 22:50:03"
N7110PA,"[""PQ""]","MAIL ROOM SYSTEMS (FURNITURE)","Systèmes pour le courrier, mobilier",Active,Actif,"2023-02-27 22:50:03"
N7110R,"[""PQ""]","STAND, OFFICE MACHINE","Table, machine de bureau",Active,Actif,"2023-02-27 22:50:03"
N7110U,"[""PQ""]","STOPPER, LOCK BOX","Bouchon, boîte fermant à clé",Active,Actif,"2023-02-27 22:50:03"
N7110V,"[""PQ""]","TABLE (OFFICE)","Table de bureau",Active,Actif,"2023-02-27 22:50:03"
N7110VB,"[""PQ""]","TABLE, OFFICE, WOOD (OFFICE)","Table à écrire, en bois, de bureau",Active,Actif,"2023-02-27 22:50:03"
N7125B,"[""PQ""]","CABINETS, STORAGE","Armoires de rangement",Active,Actif,"2023-02-27 22:50:03"
N7125BC,"[""PQ""]","CABINETS, STORAGE, TAPES, CASSETTES AND FILMSTRIPS","Armoires, rangement, rubans magnétiques, cassettes et pellicules",Active,Actif,"2023-02-27 22:50:03"
N7110WBB,"[""PQ""]","DEVICE, LOCKING, HASP LOCKING, SINGLE DRAWER, SSC/SES 402, DSS QPL","Dispositif de sûreté, un seul tiroir à moraillon de verrouillage, SSC/SES 402, LPH du MAS",Active,Actif,"2023-02-27 22:50:03"
N7110WG,"[""PQ""]","MAILBOXES, OTHER THAN HOME OR SHIPBOARD","Boîtes aux lettres, autres que domestiques ou à bord de navire",Active,Actif,"2023-02-27 22:50:03"
N7125KF,"[""PQ""]","SHELVING, STORAGE AND DISPLAY, STEEL, COMMERCIAL","Rayonnage commercial, entreposage et présentation, en acier",Active,Actif,"2023-02-27 22:50:03"
N7125KH,"[""PQ""]","SHELVING, STORAGE AND DISPLAY, WOOD","Rayonnage, entreposage et présentation, étalages et exposition en bois",Active,Actif,"2023-02-27 22:50:03"
N7195,"[""PQ""]","Miscellaneous Furniture and Fixtures","Meubles et dispositifs d'ameublement divers",Active,Actif,"2023-02-27 22:50:03"
N7195B,"[""PQ""]","COSTUMER, WEARING APPAREL",Porte-manteau,Active,Actif,"2023-02-27 22:50:03"
N7125K,"[""PQ""]","SHELVING, STORAGE AND DISPLAY","Rayonnage, entreposage et présentation",Active,Actif,"2023-02-27 22:50:03"
N7125KB,"[""PQ""]","SHELVING, STORAGE AND DISPLAY, MOBILE, METAL","Rayonnage mobile, entreposage et présentation, en métal",Active,Actif,"2023-02-27 22:50:03"
N7125KC,"[""PQ""]","SHELVING, STORAGE AND DISPLAY, MOBILE, WOOD","Rayonnage mobile, entreposage et présentation, en bois",Active,Actif,"2023-02-27 22:50:03"
N7195FEC,"[""PQ""]","INTERCONNECTING PANELS AND SUPPORTED COMPONENTS, CAN/CGSB-44.220 SEE CGSB - QPL","Panneaux d'interconnexion et pièces d'accompagnement, CAN/ONGC-44.220 DGSSIB 003 - LPH",Active,Actif,"2023-02-27 22:50:03"
N7195G,"[""PQ""]","PLANT, DECORATIVE, TROPICAL","Plante, décorative, tropicale",Active,Actif,"2023-02-27 22:50:03"
N7195GA,"[""PQ""]","PLANT, DECORATIVE, TROPICAL, ARTIFICIAL","Plante, décorative, tropicale, artificielle",Active,Actif,"2023-02-27 22:50:03"
N7195J,"[""PQ""]","RACK, WEARING APPAREL",Vestiaire,Active,Actif,"2023-02-27 22:50:03"
N7195E,"[""PQ""]","FURNITURE, LIBRARY","Mobilier, bibliothèque",Active,Actif,"2023-02-27 22:50:03"
N7195F,"[""PQ""]","PARTITION, FREE-STANDING","Cloison, autonome",Active,Actif,"2023-02-27 22:50:03"
N7195FE,"[""PQ""]","INTERCONNECTING PANELS AND SUPPORTING COMPONENTS (EXCEPT SPEC).","Panneaux conjugués et composants soutenus (sauf SPEC).",Active,Actif,"2023-02-27 22:50:03"
N7195FEB,"[""PQ""]","PARTITION, SCREEN SYSTEMS, ELECTRIFIED PANELS, CSA APPROVED","Cloison, systèmes d'écran, panneaux, électriques approuvés par l'ACNOR",Active,Actif,"2023-02-27 22:50:03"
N7195LE,"[""PQ""]","TABLE, DESKTOP, FOR MICROCOMPUTERS, PRINTERS, TERMINALS, ETC.","Tables de micro-ordinateur, d'imprimante, de terminal, etc.",Active,Actif,"2023-02-27 22:50:03"
N7195NJ,"[""PQ""]","VISUAL DISPLAY BOARD","Tableau d'affichage pour visuel",Active,Actif,"2023-02-27 22:50:03"
N7195Q,"[""PQ""]","CUSTOM METALWORK, MISCELLANEOUS FURNITURE AND FIXTURES","Travail des métaux fait sur commande, mobilier et installations fixes divers",Active,Actif,"2023-02-27 22:50:03"
N7195SD,"[""PQ""]","SEATS, AIRPORT, TANDEM","Sièges, aéroport, tandem",Active,Actif,"2023-02-27 22:50:03"
N7195U,"[""PQ""]",PLANTERS,Jardinières,Active,Actif,"2023-02-27 22:50:03"
N7195DA,"[""PQ""]","Furniture, Non-Residential, Outdoor","Meubles non résidentiels, de plein air",Active,Actif,"2023-02-27 22:50:03"
N7195D,"[""PQ""]","FURNITURE, AUDITORIUM SEATING","Mobilier, sièges d'auditorium",Active,Actif,"2023-02-27 22:50:03"
WL7195,"[""PQ""]","MISCELLANEOUS FURNITURE AND FIXTURES - LEASE","Meubles et dispositifs d'ameublement divers - location à bail",Active,Actif,"2023-02-27 22:50:03"
WR7105,"[""PQ""]","HOUSEHOLD FURNITURE - RENTAL","Meubles domestiques - location",Active,Actif,"2023-02-27 22:50:03"
WR7125,"[""PQ""]","CABINETS, LOCKERS, BINS AND SHELVING - RENTAL","Meubles, armoires, armoires de sécurité et rayonnage - location",Active,Actif,"2023-02-27 22:50:03"
5177A,"[""PR""]","Textiles Trade Services","Services pour commerce de textiles",Active,Actif,"2023-02-27 22:50:03"
5177AA,"[""PR""]","Textile Trade Service-Laminating, Insulation, DND Only","Service pour commerce de textiles - laminage, isolation, MDN seulement",Active,Actif,"2023-02-27 22:50:03"
5177AB,"[""PR""]","Textile Trade Service, Coating Only","Service pour commerce de textile, enduction seulement",Active,Actif,"2023-02-27 22:50:03"
5177AE,"[""PR""]","Textile Trade Service, Approved Sub-Contractors (Clothing Assembly Only)","Service pour commerce de textile, sous-entrepreneurs approuvés, assemblage de vêtements seulement",Active,Actif,"2023-02-27 22:50:03"
5177AJ,"[""PR""]","Textile Trade Service, Film Laminator","Service pour commerce de textile, laminage, pellicule",Active,Actif,"2023-02-27 22:50:03"
5177AK,"[""PR""]","Textile Trade Service, Fibre Laminator, DND Only","Service pour commerce de textile, laminage, fibre, MDN seulement",Active,Actif,"2023-02-27 22:50:03"
5177AL,"[""PR""]","Textile Trade Service, Design Services, Clothing","Service pour commerce de textile, service de dessin de vêtements",Active,Actif,"2023-02-27 22:50:03"
JI7220,"[""PR""]","Floor Coverings - Installation","Revêtements de plancher - installation",Active,Actif,"2023-02-27 22:50:03"
JI7220A,"[""PR""]","Carpet, Installation",Moquette-installation,Active,Actif,"2023-02-27 22:50:03"
JI7230,"[""PR""]","Draperies, Awnings and Shades - Installation","Draperies, tentes et stores - installation",Active,Actif,"2023-02-27 22:50:03"
JI7310,"[""PR""]","Food, Cooking Baking and Serving Equipment - Installation","Équipement pour la cuisson, la cuisson au four et le service des aliments - installation",Active,Actif,"2023-02-27 22:50:03"
JX4220,"[""PR""]","Marine Life Saving and Diving Equipment - Repair","Équipements marins de plongée et de sauvetage - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6532,"[""PR""]","Hospital and Surgical Clothing and Related Special Purpose Items - Repair","Vêtements d'hôpital et de salle d'opération et articles apparentés à usage spécial - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7220,"[""PR""]","Floor Coverings - Repair","Revêtements de plancher - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7230,"[""PR""]","Draperies, Awnings and Shades - Repair","Draperies, tentes et stores - réparation",Active,Actif,"2023-02-27 22:50:03"
JX8440,"[""PR""]","Hosiery, Handwear and Clothing Accessories, Men's - Repair","Bonneterie, ganterie et accessoires vestimentaires pour hommes - réparation",Active,Actif,"2023-02-27 22:50:03"
JX8460,"[""PR""]","Luggage, Repairs","Bagage - réparations",Active,Actif,"2023-02-27 22:50:03"
JX8465,"[""PR""]","Individual Equipment - Repair","Équipement individuel - réparation",Active,Actif,"2023-02-27 22:50:03"
JX8340,"[""PR""]","Tents and Tarpaulins, Repairs","Tentes et bâches - réparations",Active,Actif,"2023-02-27 22:50:03"
JX8415,"[""PR""]","Clothing, Special Purpose - Repair","Vêtements à usage spécial - réparation",Active,Actif,"2023-02-27 22:50:03"
JX8430,"[""PR""]","Footwear, Men's - Repair","Chaussures pour hommes - réparation",Active,Actif,"2023-02-27 22:50:03"
N3530,"[""PR""]","Industrial Sewing Machines and Mobile Textile Repair Shops","Machines à coudre industrielles et ateliers mobiles de réparation d'effets",Active,Actif,"2023-02-27 22:50:03"
N3520,"[""PR""]","Shoe Repairing Equipment","Équipements de cordonnerie",Active,Actif,"2023-02-27 22:50:03"
N4220E,"[""PR""]","Life Preservers","Accessoires de sauvetage",Active,Actif,"2023-02-27 22:50:03"
N4220F,"[""PR""]","Life Rafts Inflatable","Radeaux de sauvetage gonflables",Active,Actif,"2023-02-27 22:50:03"
N4220G,"[""PR""]","Diver Suit and Accessories","Accessoires et costumes de plongeurs",Active,Actif,"2023-02-27 22:50:03"
N4220L,"[""PR""]","Pressure Vessels, Compressed Air","Navires à pression, air comprimé",Active,Actif,"2023-02-27 22:50:03"
N4220,"[""PR""]","Marine Life Saving and Diving Equipment","Équipements marins de plongée et de sauvetage",Active,Actif,"2023-02-27 22:50:03"
N6532,"[""PR""]","Hospital and Surgical Clothing and Related Special Purpose Items","Vêtements d'hôpital et de salle d'opération et articles apparentes à usage spécial",Active,Actif,"2023-02-27 22:50:03"
N6820,"[""PR""]",Dyes,Teintures,Active,Actif,"2023-02-27 22:50:03"
N7210QB,"[""PR""]","SHEETS AND PILLOWCASES, BED","Draps et taie d'oreiller, lit",Active,Actif,"2023-02-27 22:50:03"
N7210T,"[""PR""]",TOWEL,Serviette,Active,Actif,"2023-02-27 22:50:03"
N7210TA,"[""PR""]","TOWEL, BATH/HAND","Serviette, bain, essuie-main",Active,Actif,"2023-02-27 22:50:03"
N7210TAA,"[""PR""]","TOWEL, BATH/HAND, COTTON (79/2)","Serviette, bain, essuie-main, coton, 79/02",Active,Actif,"2023-02-27 22:50:03"
N7220,"[""PR""]","Floor Coverings","Revêtements de parquets",Active,Actif,"2023-02-27 22:50:03"
N7210JD,"[""PR""]","MATTRESS, BED, FOAM (79/02)","Matelas, lit, mousse, 79/02",Active,Actif,"2023-02-27 22:50:03"
N7210JG,"[""PR""]","MATTRESS, BED, INNER SPRING, FIRE RETARDANT TICKING","Matelas, lit, ressorts intérieurs, toile ininflammable",Active,Actif,"2023-02-27 22:50:03"
N7210MC,"[""PR""]","PAD, MATTRESS, QUILTED","Isolateur, matelas, pique",Active,Actif,"2023-02-27 22:50:03"
N7210P,"[""PR""]","PILLOW, BED","Oreiller, lit",Active,Actif,"2023-02-27 22:50:03"
N7210PB,"[""PR""]","PILLOW, BED SYNTHETIC, FIBRE EXCEPT POLYFOAM","Oreiller, lit, fibre synthétique, sauf mousses diverses",Active,Actif,"2023-02-27 22:50:03"
N7230,"[""PR""]","Draperies, Awnings and Shades","Draperies, tentes et stores",Active,Actif,"2023-02-27 22:50:03"
N7230A,"[""PR""]","BLIND, WINDOW","Stores, fenêtre",Active,Actif,"2023-02-27 22:50:03"
N7230B,"[""PR""]",Awnings,Auvents,Active,Actif,"2023-02-27 22:50:03"
N7230E,"[""PR""]","Draperies/Curtains, Cloth-Supply and Installation (Including Hardware)","Tentures et rideaux, tissu - fourniture et installation comprenant la quincaillerie",Active,Actif,"2023-02-27 22:50:03"
N7220DC,"[""PR""]",RUGS,Carpettes,Active,Actif,"2023-02-27 22:50:03"
N7220DD,"[""PR""]",CARPET,Moquette,Active,Actif,"2023-02-27 22:50:03"
N7320N,"[""PR""]","KITCHEN EQUIPMENT AND APPLIANCES, N.E.S.","Équipement et accessoires de cuisine, N.E.A.",Active,Actif,"2023-02-27 22:50:03"
N7810B,"[""PR""]","SWIMMING POOL EQUIPMENT","Équipement pour piscine",Active,Actif,"2023-02-27 22:50:03"
N7810C,"[""PR""]","CAMPING EQUIPMENT","Équipement de camping",Active,Actif,"2023-02-27 22:50:03"
N7810X,"[""PR""]",SCOREBOARDS,"Tableaux de pointage",Active,Actif,"2023-02-27 22:50:03"
JX8470,"[""PR""]","Helmet, Repairs","Casque, réparations",Active,Actif,"2023-02-27 22:50:03"
N8305BE,"[""PR""]","CLOTH, BROADCLOTH","Tissu, drap",Active,Actif,"2023-02-27 22:50:03"
N8305BN,"[""PR""]","CLOTH, COTTON","Tissu, coton",Active,Actif,"2023-02-27 22:50:03"
N8305,"[""PR""]","Textile Fabrics",Tissus,Active,Actif,"2023-02-27 22:50:03"
N8305GLA,"[""PR""]","COTTON AND POLYESTER/COTTON BLENDS, EXCEPT SHIRTING","Coton et mélanges de coton et polyester, sauf tissu pour chemiserie",Active,Actif,"2023-02-27 22:50:03"
N8305LD,"[""PR""]","CLOTH, COATED, POLY VINYL CHLORIDE ONLY","Tissu, enduit, chlorure de polyvinyle seulement",Active,Actif,"2023-02-27 22:50:03"
N8305K,"[""PR""]","CLOTH, UPHOLSTERY","Tissu, d'ameublement",Active,Actif,"2023-02-27 22:50:03"
N8320,"[""PR""]","Padding and Stuffing Materials","Matériels de rembourrage et de remplissage",Active,Actif,"2023-02-27 22:50:03"
N8320A,"[""PR""]","UPHOLSTERY SUPPLIES","Fournitures pour le rembourrage",Active,Actif,"2023-02-27 22:50:03"
N8305U,"[""PR""]","CLOTH, DUCK COTTON POLYESTER, SPUN CORE","Tissu, toile de coton et polyester, file à âme",Active,Actif,"2023-02-27 22:50:03"
N8310,"[""PR""]","Yarn and Thread",Fils,Active,Actif,"2023-02-27 22:50:03"
N8315,"[""PR""]","Notions and Apparel Findings","Mercerie et fournitures de vêtements",Active,Actif,"2023-02-27 22:50:03"
N8340,"[""PR""]","Tents and Tarpaulins","Tentes et bâches",Active,Actif,"2023-02-27 22:50:03"
N8340F,"[""PR""]","TARPAULIN, CANVAS AND PROTECTIVE COVERS, REINFORCED FABRICS","Bâche, canevas et couvertures protectrices, tissus renforcés",Active,Actif,"2023-02-27 22:50:03"
N8340G,"[""PR""]",TENTS,Tentes,Active,Actif,"2023-02-27 22:50:03"
N8340GBA,"[""PR""]","TENTS, MILITARY, CANVAS SECTIONS","Tentes militaires, sections de toile",Active,Actif,"2023-02-27 22:50:03"
N8325,"[""PR""]","Fur Materials",Pelleteries,Active,Actif,"2023-02-27 22:50:03"
N8330,"[""PR""]",Leather,Cuir,Active,Actif,"2023-02-27 22:50:03"
N8335,"[""PR""]","SHOE FINDINGS AND SOLING MATERIALS","Fournitures de cordonnerie et matériaux de ressemelage",Active,Actif,"2023-02-27 22:50:03"
N8345FAA,"[""PR""]","FLAGPOLE ALUMINIUM","Hampe en aluminium",Active,Actif,"2023-02-27 22:50:03"
N8405,"[""PR""]",Outerwear,"Vêtement de dessus",Active,Actif,"2023-02-27 22:50:03"
N8405A,"[""PR""]",Beret,Béret,Active,Actif,"2023-02-27 22:50:03"
N8340GC,"[""PR""]","TENTS, MODULAR, FIELD SERVICE","Tentes modulaires, pour la campagne",Active,Actif,"2023-02-27 22:50:03"
N8405L,"[""PR""]",Jackets/Trousers/Coveralls/Slacks/Shorts,"Blousons, pantalon, combinaison, culottes courtes",Active,Actif,"2023-02-27 22:50:03"
N8405LFA,"[""PR""]","Trousers, Slacks, Shorts, Work, Excluding Athletic or Undershorts","Pantalons, culottes, courtes, de travail, sauf athlétiques ou caleçons",Active,Actif,"2023-02-27 22:50:03"
N8405C,"[""PR""]","Cap (Except Clothing, Special Purpose)","Casquette sauf vêtements pour usages spéciaux",Active,Actif,"2023-02-27 22:50:03"
N8410,"[""PR""]","Outerwear, Women's","Vêtement de dessus, femmes",Active,Actif,"2023-02-27 22:50:03"
N8415,"[""PR""]","Clothing, Special Purpose","Vêtements à usage spécial",Active,Actif,"2023-02-27 22:50:03"
N8415NA,"[""PR""]","HELMETS, CRASH","Casques protecteur",Active,Actif,"2023-02-27 22:50:03"
N8415L,"[""PR""]","GLOVES (CLOTHING, SPECIAL PURPOSE)","Gants, vêtements pour usages spéciaux",Active,Actif,"2023-02-27 22:50:03"
N8415UEA,"[""PR""]","Swimwear, Trunks and Swimsuits, Men's and Women's","Costumes et caleçons de bain, hommes et femmes",Active,Actif,"2023-02-27 22:50:03"
N8430A,"[""PR""]","Boots, Combat","Bottes de combat",Active,Actif,"2023-02-27 22:50:03"
N8420,"[""PR""]","Underwear and Nightwear, Men's","Sous-vêtements et vêtements de nuit pour hommes",Active,Actif,"2023-02-27 22:50:03"
N8435,"[""PR""]","Footwear, Women's","Chaussures, femmes",Active,Actif,"2023-02-27 22:50:03"
